Entity,Code,Date,Total_tests_per_thousand,Total_tests_per_million,Number_of_tests_per_confirmed_case
Slovakia,SVK,"Mar 28, 2020",1.306,1306.000,24.173
Slovakia,SVK,"Apr 2, 2020",2.151,2151.000,29.355
Slovakia,SVK,"Apr 3, 2020",2.497,2497.000,31.998
Slovakia,SVK,"Apr 4, 2020",2.776,2776.000,33.678
Slovakia,SVK,"Apr 8, 2020",3.914,3914.000,36.783
Slovakia,SVK,"Apr 9, 2020",4.336,4336.000,34.71
Slovakia,SVK,"Apr 10, 2020",4.734,4734.000,36.87
Slovakia,SVK,"Apr 11, 2020",5.023,5023.000,38.358
Slovakia,SVK,"Apr 12, 2020",5.266,5266.000,39.492
Slovakia,SVK,"Apr 13, 2020",5.504,5504.000,40.501
Slovakia,SVK,"Apr 14, 2020",5.768,5768.000,40.951
Slovakia,SVK,"Apr 15, 2020",6.311,6311.000,41.267
Slovakia,SVK,"Apr 16, 2020",6.925,6925.000,43.811
Slovakia,SVK,"Apr 17, 2020",7.501,7501.000,41.917
Slovakia,SVK,"Apr 18, 2020",8.11,8110.00,42.208
Slovakia,SVK,"Apr 19, 2020",8.56,8560.00,42.915
Slovakia,SVK,"Apr 20, 2020",9.053,9053.000,42.574
Slovakia,SVK,"Apr 21, 2020",9.871,9871.000,45.945
Slovakia,SVK,"Apr 23, 2020",10.517,10517.000,46.158
Slovakia,SVK,"Apr 24, 2020",11.221,11221.000,46.235
Slovakia,SVK,"Apr 25, 2020",12.105,12105.000,48.595
Slovakia,SVK,"Apr 26, 2020",12.991,12991.000,51.659
Slovakia,SVK,"Apr 27, 2020",13.572,13572.000,53.734
Slovakia,SVK,"Apr 28, 2020",13.896,13896.000,54.936
Slovakia,SVK,"Apr 29, 2020",14.898,14898.000,58.77
Slovakia,SVK,"Apr 30, 2020",15.738,15738.000,61.77
Slovakia,SVK,"May 1, 2020",16.681,16681.000,65.238
Slovakia,SVK,"May 2, 2020",17.358,17358.000,67.548
Slovakia,SVK,"May 3, 2020",17.624,17624.000,68.387
Slovakia,SVK,"May 4, 2020",17.914,17914.000,69.463
Slovakia,SVK,"May 5, 2020",18.291,18291.000,70.675
Slovakia,SVK,"May 6, 2020",19.16,19160.00,73.614
Slovakia,SVK,"May 7, 2020",20.105,20105.000,76.814
Slovakia,SVK,"May 8, 2020",20.965,20965.000,79.212
Slovakia,SVK,"May 9, 2020",21.681,21681.000,81.355
Slovakia,SVK,"May 10, 2020",21.954,21954.000,82.377
Slovakia,SVK,"May 11, 2020",22.098,22098.000,82.804
Slovakia,SVK,"May 12, 2020",22.475,22475.000,84.22
Slovenia,SVN,"Mar 12, 2020",1.858,1858.000,67.772
Slovenia,SVN,"Mar 13, 2020",2.434,2434.000,52.708
Slovenia,SVN,"Mar 14, 2020",2.875,2875.000,42.383
Slovenia,SVN,"Mar 15, 2020",3.158,3158.000,36.276
Slovenia,SVN,"Mar 16, 2020",3.577,3577.000,33.959
Slovenia,SVN,"Mar 17, 2020",4.117,4117.000,33.826
Slovenia,SVN,"Mar 18, 2020",4.61,4610.00,34.851
Slovenia,SVN,"Mar 19, 2020",5.18,5180.00,37.65
Slovenia,SVN,"Mar 20, 2020",5.777,5777.000,37.649
Slovenia,SVN,"Mar 21, 2020",6.196,6196.000,37.777
Slovenia,SVN,"Mar 22, 2020",6.548,6548.000,35.543
Slovenia,SVN,"Mar 23, 2020",7.153,7153.000,35.918
Slovenia,SVN,"Mar 24, 2020",7.751,7751.000,36.455
Slovenia,SVN,"Mar 25, 2020",8.319,8319.000,36.029
Slovenia,SVN,"Mar 26, 2020",8.836,8836.000,34.79
Slovenia,SVN,"Mar 27, 2020",9.503,9503.000,34.239
Slovenia,SVN,"Mar 28, 2020",9.983,9983.000,32.837
Slovenia,SVN,"Mar 29, 2020",10.269,10269.000,30.896
Slovenia,SVN,"Mar 30, 2020",10.81,10810.00,30.786
Slovenia,SVN,"Mar 31, 2020",11.43,11430.00,31.143
Slovenia,SVN,"Apr 1, 2020",11.957,11957.000,30.537
Slovenia,SVN,"Apr 2, 2020",12.468,12468.000,30.822
Slovenia,SVN,"Apr 3, 2020",13.04,13040.00,30.222
Slovenia,SVN,"Apr 4, 2020",13.355,13355.000,29.726
Slovenia,SVN,"Apr 5, 2020",13.59,13590.00,28.918
Slovenia,SVN,"Apr 6, 2020",14.168,14168.000,29.544
Slovenia,SVN,"Apr 7, 2020",14.752,14752.000,30.038
Slovenia,SVN,"Apr 8, 2020",15.303,15303.000,30.155
Slovenia,SVN,"Apr 9, 2020",15.896,15896.000,30.291
Slovenia,SVN,"Apr 10, 2020",16.489,16489.000,30.497
Slovenia,SVN,"Apr 11, 2020",16.764,16764.000,30.044
Slovenia,SVN,"Apr 12, 2020",17.03,17030.00,29.802
Slovenia,SVN,"Apr 13, 2020",17.291,17291.000,29.831
Slovenia,SVN,"Apr 14, 2020",17.852,17852.000,30.622
Slovenia,SVN,"Apr 15, 2020",18.345,18345.000,31.26
Slovenia,SVN,"Apr 16, 2020",18.918,18918.000,31.514
Slovenia,SVN,"Apr 17, 2020",19.52,19520.00,32.003
Slovenia,SVN,"Apr 18, 2020",19.849,19849.000,31.645
Slovenia,SVN,"Apr 19, 2020",20.107,20107.000,31.74
Slovenia,SVN,"Apr 20, 2020",20.672,20672.000,32.313
Slovenia,SVN,"Apr 21, 2020",21.374,21374.000,33.285
Slovenia,SVN,"Apr 22, 2020",21.984,21984.000,34.107
Slovenia,SVN,"Apr 23, 2020",22.616,22616.000,34.751
Slovenia,SVN,"Apr 24, 2020",23.175,23175.000,35.27
Slovenia,SVN,"Apr 25, 2020",23.557,23557.000,35.669
Slovenia,SVN,"Apr 26, 2020",23.862,23862.000,35.74
Slovenia,SVN,"Apr 27, 2020",24.19,24190.00,35.743
Slovenia,SVN,"Apr 28, 2020",24.824,24824.000,36.679
Slovenia,SVN,"Apr 29, 2020",25.469,25469.000,37.605
Slovenia,SVN,"Apr 30, 2020",26.119,26119.000,38.293
Slovenia,SVN,"May 1, 2020",26.466,26466.000,38.502
Slovenia,SVN,"May 2, 2020",26.706,26706.000,38.717
Slovenia,SVN,"May 3, 2020",27.002,27002.000,39.01
Slovenia,SVN,"May 4, 2020",27.646,27646.000,39.94
Slovenia,SVN,"May 5, 2020",28.343,28343.000,40.947
Slovenia,SVN,"May 6, 2020",28.85,28850.00,41.507
Slovenia,SVN,"May 7, 2020",29.355,29355.000,42.146
Slovenia,SVN,"May 8, 2020",29.921,29921.000,42.928
Slovenia,SVN,"May 9, 2020",30.221,30221.000,43.33
Slovenia,SVN,"May 10, 2020",30.48,30480.00,43.58
South Africa,ZAF,"Mar 6, 2020",0.003,3.000,200
South Africa,ZAF,"Mar 12, 2020",0.014,14.000,65.231
South Africa,ZAF,"Mar 13, 2020",0.016,16.000,54.353
South Africa,ZAF,"Mar 14, 2020",0.017,17.000,42.375
South Africa,ZAF,"Mar 15, 2020",0.025,25.000,61.5
South Africa,ZAF,"Mar 16, 2020",0.041,41.000,47.157
South Africa,ZAF,"Mar 17, 2020",0.049,49.000,46.952
South Africa,ZAF,"Mar 18, 2020",0.052,52.000,36.118
South Africa,ZAF,"Mar 19, 2020",0.081,81.000,41.655
South Africa,ZAF,"Mar 20, 2020",0.109,109.000,42.92
South Africa,ZAF,"Mar 21, 2020",0.125,125.000,36.22
South Africa,ZAF,"Mar 22, 2020",0.157,157.000,38.812
South Africa,ZAF,"Mar 23, 2020",0.216,216.000,46.77
South Africa,ZAF,"Mar 24, 2020",0.262,262.000,38.629
South Africa,ZAF,"Mar 26, 2020",0.345,345.000,28.873
South Africa,ZAF,"Mar 27, 2020",0.481,481.000,30.784
South Africa,ZAF,"Mar 28, 2020",0.539,539.000,27.319
South Africa,ZAF,"Mar 29, 2020",0.6,600.0,29.986
South Africa,ZAF,"Mar 30, 2020",0.648,648.000,30.007
South Africa,ZAF,"Mar 31, 2020",0.693,693.000,30.974
South Africa,ZAF,"Apr 1, 2020",0.747,747.000,32.736
South Africa,ZAF,"Apr 2, 2020",0.809,809.000,34.757
South Africa,ZAF,"Apr 3, 2020",0.849,849.000,34.447
South Africa,ZAF,"Apr 4, 2020",0.909,909.000,35.839
South Africa,ZAF,"Apr 5, 2020",0.959,959.000,35.882
South Africa,ZAF,"Apr 6, 2020",0.98,980.00,35.105
South Africa,ZAF,"Apr 8, 2020",1.075,1075.000,36.464
South Africa,ZAF,"Apr 9, 2020",1.161,1161.000,37.33
South Africa,ZAF,"Apr 10, 2020",1.231,1231.000,37.76
South Africa,ZAF,"Apr 11, 2020",1.265,1265.000,37.47
South Africa,ZAF,"Apr 12, 2020",1.35,1350.00,39.49
South Africa,ZAF,"Apr 13, 2020",1.411,1411.000,38.501
South Africa,ZAF,"Apr 14, 2020",1.467,1467.000,38.302
South Africa,ZAF,"Apr 15, 2020",1.526,1526.000,37.48
South Africa,ZAF,"Apr 16, 2020",1.603,1603.000,37.933
South Africa,ZAF,"Apr 17, 2020",1.7,1700.0,38.705
South Africa,ZAF,"Apr 18, 2020",1.824,1824.000,38.879
South Africa,ZAF,"Apr 19, 2020",1.934,1934.000,37.809
South Africa,ZAF,"Apr 20, 2020",2.049,2049.000,38.477
South Africa,ZAF,"Apr 21, 2020",2.14,2140.00,38.466
South Africa,ZAF,"Apr 22, 2020",2.256,2256.000,38.607
South Africa,ZAF,"Apr 23, 2020",2.421,2421.000,39.497
South Africa,ZAF,"Apr 24, 2020",2.569,2569.000,38.55
South Africa,ZAF,"Apr 25, 2020",2.715,2715.000,38.153
South Africa,ZAF,"Apr 26, 2020",2.843,2843.000,38.671
South Africa,ZAF,"Apr 27, 2020",3.009,3009.000,39.259
South Africa,ZAF,"Apr 28, 2020",3.128,3128.000,38.702
South Africa,ZAF,"Apr 29, 2020",3.324,3324.000,39.457
South Africa,ZAF,"Apr 30, 2020",3.499,3499.000,38.791
South Africa,ZAF,"May 1, 2020",3.668,3668.000,38.52
South Africa,ZAF,"May 2, 2020",3.89,3890.00,38.764
South Africa,ZAF,"May 3, 2020",4.144,4144.000,38.786
South Africa,ZAF,"May 4, 2020",4.342,4342.000,37.969
South Africa,ZAF,"May 5, 2020",4.52,4520.00,37.128
South Africa,ZAF,"May 6, 2020",4.711,4711.000,36.896
South Africa,ZAF,"May 7, 2020",4.926,4926.000,37.417
South Africa,ZAF,"May 8, 2020",5.189,5189.000,37.385
South Africa,ZAF,"May 9, 2020",5.464,5464.000,36.434
South Africa,ZAF,"May 10, 2020",5.755,5755.000,36.235
South Africa,ZAF,"May 11, 2020",6.004,6004.000,35.553
South Africa,ZAF,"May 12, 2020",6.233,6233.000,34.707
South Korea,KOR,"Jan 21, 2020",0,0,11
South Korea,KOR,"Jan 22, 2020",0,0,16
South Korea,KOR,"Jan 24, 2020",0,0,12.5
South Korea,KOR,"Jan 26, 2020",0.001,1.000,16
South Korea,KOR,"Jan 27, 2020",0.001,1.000,14.25
South Korea,KOR,"Jan 28, 2020",0.004,4.000,46.75
South Korea,KOR,"Jan 30, 2020",0.005,5.000,61
South Korea,KOR,"Feb 1, 2020",0.007,7.000,30.917
South Korea,KOR,"Feb 2, 2020",0.008,8.000,28.6
South Korea,KOR,"Feb 4, 2020",0.012,12.000,37.938
South Korea,KOR,"Feb 5, 2020",0.014,14.000,39.667
South Korea,KOR,"Feb 6, 2020",0.017,17.000,38.478
South Korea,KOR,"Feb 7, 2020",0.022,22.000,47.083
South Korea,KOR,"Feb 8, 2020",0.033,33.000,70.875
South Korea,KOR,"Feb 9, 2020",0.046,46.000,93.6
South Korea,KOR,"Feb 10, 2020",0.054,54.000,102.815
South Korea,KOR,"Feb 11, 2020",0.071,71.000,129.607
South Korea,KOR,"Feb 12, 2020",0.099,99.000,181.214
South Korea,KOR,"Feb 13, 2020",0.113,113.000,207.036
South Korea,KOR,"Feb 14, 2020",0.134,134.000,244.786
South Korea,KOR,"Feb 15, 2020",0.147,147.000,268.536
South Korea,KOR,"Feb 16, 2020",0.154,154.000,273.069
South Korea,KOR,"Feb 17, 2020",0.159,159.000,272.367
South Korea,KOR,"Feb 18, 2020",0.181,181.000,298.871
South Korea,KOR,"Feb 19, 2020",0.203,203.000,226.326
South Korea,KOR,"Feb 20, 2020",0.237,237.000,152.012
South Korea,KOR,"Feb 21, 2020",0.289,289.000,95.587
South Korea,KOR,"Feb 22, 2020",0.383,383.000,56.872
South Korea,KOR,"Feb 23, 2020",0.441,441.000,37.659
South Korea,KOR,"Feb 24, 2020",0.558,558.000,37.552
South Korea,KOR,"Feb 25, 2020",0.716,716.000,41.161
South Korea,KOR,"Feb 26, 2020",0.9,900.0,40.25
South Korea,KOR,"Feb 27, 2020",1.131,1131.000,36.357
South Korea,KOR,"Feb 28, 2020",1.384,1384.000,35.084
South Korea,KOR,"Feb 29, 2020",1.671,1671.000,29.237
South Korea,KOR,"Mar 1, 2020",1.892,1892.000,27.506
South Korea,KOR,"Mar 2, 2020",2.138,2138.000,26.019
South Korea,KOR,"Mar 3, 2020",2.455,2455.000,26.154
South Korea,KOR,"Mar 4, 2020",2.666,2666.000,25.658
South Korea,KOR,"Mar 5, 2020",2.858,2858.000,25.415
South Korea,KOR,"Mar 6, 2020",3.213,3213.000,26.216
South Korea,KOR,"Mar 7, 2020",3.476,3476.000,26.332
South Korea,KOR,"Mar 8, 2020",3.677,3677.000,26.425
South Korea,KOR,"Mar 9, 2020",3.835,3835.000,26.635
South Korea,KOR,"Mar 10, 2020",4.099,4099.000,27.971
South Korea,KOR,"Mar 11, 2020",4.338,4338.000,28.678
South Korea,KOR,"Mar 12, 2020",4.584,4584.000,29.864
South Korea,KOR,"Mar 13, 2020",4.85,4850.00,31.163
South Korea,KOR,"Mar 14, 2020",5.097,5097.000,32.319
South Korea,KOR,"Mar 15, 2020",5.231,5231.000,32.861
South Korea,KOR,"Mar 16, 2020",5.354,5354.000,33.33
South Korea,KOR,"Mar 17, 2020",5.592,5592.000,34.461
South Korea,KOR,"Mar 18, 2020",5.767,5767.000,35.142
South Korea,KOR,"Mar 19, 2020",5.988,5988.000,35.846
South Korea,KOR,"Mar 20, 2020",6.176,6176.000,36.6
South Korea,KOR,"Mar 21, 2020",6.388,6388.000,37.221
South Korea,KOR,"Mar 22, 2020",6.471,6471.000,37.291
South Korea,KOR,"Mar 23, 2020",6.593,6593.000,37.723
South Korea,KOR,"Mar 24, 2020",6.799,6799.000,38.573
South Korea,KOR,"Mar 25, 2020",6.981,6981.000,39.17
South Korea,KOR,"Mar 26, 2020",7.118,7118.000,39.492
South Korea,KOR,"Mar 27, 2020",7.353,7353.000,40.394
South Korea,KOR,"Mar 28, 2020",7.566,7566.000,40.929
South Korea,KOR,"Mar 29, 2020",7.688,7688.000,41.129
South Korea,KOR,"Mar 30, 2020",7.708,7708.000,40.906
South Korea,KOR,"Mar 31, 2020",8.008,8008.000,41.954
South Korea,KOR,"Apr 1, 2020",8.222,8222.000,43.077
South Korea,KOR,"Apr 2, 2020",8.421,8421.000,43.278
South Korea,KOR,"Apr 3, 2020",8.646,8646.000,44.054
South Korea,KOR,"Apr 4, 2020",8.875,8875.000,44.804
South Korea,KOR,"Apr 5, 2020",8.996,8996.000,45.055
South Korea,KOR,"Apr 6, 2020",9.105,9105.000,45.391
South Korea,KOR,"Apr 7, 2020",9.31,9310.00,46.201
South Korea,KOR,"Apr 8, 2020",9.479,9479.000,46.803
South Korea,KOR,"Apr 9, 2020",9.649,9649.000,47.463
South Korea,KOR,"Apr 10, 2020",9.812,9812.000,48.139
South Korea,KOR,"Apr 11, 2020",9.957,9957.000,48.85
South Korea,KOR,"Apr 12, 2020",10.038,10038.000,48.956
South Korea,KOR,"Apr 13, 2020",10.118,10118.000,49.231
South Korea,KOR,"Apr 14, 2020",10.288,10288.000,49.928
South Korea,KOR,"Apr 15, 2020",10.426,10426.000,50.472
South Korea,KOR,"Apr 16, 2020",10.509,10509.000,50.766
South Korea,KOR,"Apr 17, 2020",10.659,10659.000,51.383
South Korea,KOR,"Apr 18, 2020",10.822,10822.000,52.082
South Korea,KOR,"Apr 19, 2020",10.905,10905.000,52.444
South Korea,KOR,"Apr 20, 2020",10.982,10982.000,52.748
South Korea,KOR,"Apr 21, 2020",11.138,11138.000,53.451
South Korea,KOR,"Apr 22, 2020",11.273,11273.000,54.045
South Korea,KOR,"Apr 23, 2020",11.39,11390.00,54.567
South Korea,KOR,"Apr 24, 2020",11.499,11499.000,55.054
South Korea,KOR,"Apr 25, 2020",11.609,11609.000,55.529
South Korea,KOR,"Apr 26, 2020",11.669,11669.000,55.769
South Korea,KOR,"Apr 27, 2020",11.735,11735.000,56.031
South Korea,KOR,"Apr 28, 2020",11.869,11869.000,56.595
South Korea,KOR,"Apr 29, 2020",11.98,11980.00,57.076
South Korea,KOR,"Apr 30, 2020",12.091,12091.000,57.583
South Korea,KOR,"May 1, 2020",12.153,12153.000,57.831
South Korea,KOR,"May 2, 2020",12.241,12241.000,58.215
South Korea,KOR,"May 3, 2020",12.307,12307.000,58.461
South Korea,KOR,"May 4, 2020",12.365,12365.000,58.691
South Korea,KOR,"May 5, 2020",12.488,12488.000,59.259
South Korea,KOR,"May 6, 2020",12.544,12544.000,59.513
South Korea,KOR,"May 7, 2020",12.666,12666.000,60.073
South Korea,KOR,"May 8, 2020",12.773,12773.000,60.512
South Korea,KOR,"May 9, 2020",12.874,12874.000,60.888
South Korea,KOR,"May 10, 2020",12.949,12949.000,61.053
South Korea,KOR,"May 11, 2020",13.039,13039.000,61.279
South Korea,KOR,"May 12, 2020",13.281,13281.000,62.261
Spain,ESP,"Apr 13, 2020",19.896,19896.000,5.603
Spain,ESP,"Apr 23, 2020",22.148,22148.000,5.173
Spain,ESP,"Apr 30, 2020",28.898,28898.000,6.33
Spain,ESP,"May 7, 2020",34.76,34760.00,7.339
Sweden,SWE,"Mar 1, 2020",0.139,139.000,107.692
Sweden,SWE,"Mar 8, 2020",0.564,564.000,35.404
Sweden,SWE,"Mar 15, 2020",1.456,1456.000,15.909
Sweden,SWE,"Mar 22, 2020",2.475,2475.000,14.318
Sweden,SWE,"Mar 29, 2020",3.693,3693.000,10.821
Sweden,SWE,"Apr 5, 2020",5.446,5446.000,8.536
Sweden,SWE,"Apr 12, 2020",7.416,7416.000,7.379
Sweden,SWE,"Apr 19, 2020",9.397,9397.000,6.866
Sweden,SWE,"Apr 26, 2020",11.833,11833.000,6.574
Sweden,SWE,"May 3, 2020",14.684,14684.000,6.716
Sweden,SWE,"May 10, 2020",17.576,17576.000,6.848
Switzerland,CHE,"Feb 26, 2020",0.071,71.000,618
Switzerland,CHE,"Feb 27, 2020",0.097,97.000,843
Switzerland,CHE,"Feb 28, 2020",0.131,131.000,142.25
Switzerland,CHE,"Feb 29, 2020",0.209,209.000,150.5
Switzerland,CHE,"Mar 1, 2020",0.251,251.000,120.5
Switzerland,CHE,"Mar 2, 2020",0.298,298.000,107.375
Switzerland,CHE,"Mar 3, 2020",0.366,366.000,105.667
Switzerland,CHE,"Mar 4, 2020",0.451,451.000,105.432
Switzerland,CHE,"Mar 5, 2020",0.528,528.000,80.193
Switzerland,CHE,"Mar 6, 2020",0.64,640.00,63.644
Switzerland,CHE,"Mar 7, 2020",0.724,724.000,29.99
Switzerland,CHE,"Mar 8, 2020",0.809,809.000,26.523
Switzerland,CHE,"Mar 9, 2020",0.991,991.000,25.84
Switzerland,CHE,"Mar 10, 2020",1.234,1234.000,28.564
Switzerland,CHE,"Mar 11, 2020",1.535,1535.000,27.11
Switzerland,CHE,"Mar 12, 2020",2.067,2067.000,27.868
Switzerland,CHE,"Mar 13, 2020",2.601,2601.000,26.356
Switzerland,CHE,"Mar 14, 2020",3.175,3175.000,24.509
Switzerland,CHE,"Mar 15, 2020",3.496,3496.000,22.265
Switzerland,CHE,"Mar 16, 2020",4.096,4096.000,16.111
Switzerland,CHE,"Mar 17, 2020",5.128,5128.000,20.174
Switzerland,CHE,"Mar 18, 2020",6.309,6309.000,20.606
Switzerland,CHE,"Mar 19, 2020",7.412,7412.000,21.312
Switzerland,CHE,"Mar 20, 2020",8.35,8350.00,18.586
Switzerland,CHE,"Mar 21, 2020",9.068,9068.000,16.214
Switzerland,CHE,"Mar 22, 2020",9.486,9486.000,13.51
Switzerland,CHE,"Mar 23, 2020",10.189,10189.000,12.65
Switzerland,CHE,"Mar 24, 2020",10.86,10860.00,11.727
Switzerland,CHE,"Mar 25, 2020",11.711,11711.000,11.532
Switzerland,CHE,"Mar 26, 2020",12.667,12667.000,11.285
Switzerland,CHE,"Mar 27, 2020",13.487,13487.000,10.895
Switzerland,CHE,"Mar 28, 2020",14.156,14156.000,10.122
Switzerland,CHE,"Mar 29, 2020",14.549,14549.000,9.574
Switzerland,CHE,"Mar 30, 2020",15.033,15033.000,9.115
Switzerland,CHE,"Mar 31, 2020",15.814,15814.000,8.88
Switzerland,CHE,"Apr 1, 2020",16.595,16595.000,8.916
Switzerland,CHE,"Apr 2, 2020",17.42,17420.00,8.832
Switzerland,CHE,"Apr 3, 2020",18.176,18176.000,8.646
Switzerland,CHE,"Apr 4, 2020",18.797,18797.000,8.461
Switzerland,CHE,"Apr 5, 2020",19.224,19224.000,8.236
Switzerland,CHE,"Apr 6, 2020",19.682,19682.000,8.103
Switzerland,CHE,"Apr 7, 2020",20.434,20434.000,8.197
Switzerland,CHE,"Apr 8, 2020",21.212,21212.000,8.283
Switzerland,CHE,"Apr 9, 2020",21.92,21920.00,8.354
Switzerland,CHE,"Apr 10, 2020",22.407,22407.000,8.254
Switzerland,CHE,"Apr 11, 2020",22.739,22739.000,8.123
Switzerland,CHE,"Apr 12, 2020",23.02,23020.00,8.027
Switzerland,CHE,"Apr 13, 2020",23.276,23276.000,7.987
Switzerland,CHE,"Apr 14, 2020",23.756,23756.000,8.063
Switzerland,CHE,"Apr 15, 2020",24.392,24392.000,8.197
Switzerland,CHE,"Apr 16, 2020",24.984,24984.000,8.21
Switzerland,CHE,"Apr 17, 2020",25.522,25522.000,8.288
Switzerland,CHE,"Apr 18, 2020",25.963,25963.000,8.323
Switzerland,CHE,"Apr 19, 2020",26.228,26228.000,8.308
Switzerland,CHE,"Apr 20, 2020",26.607,26607.000,8.326
Switzerland,CHE,"Apr 21, 2020",27.174,27174.000,8.452
Switzerland,CHE,"Apr 22, 2020",27.717,27717.000,8.573
Switzerland,CHE,"Apr 23, 2020",28.242,28242.000,8.672
Switzerland,CHE,"Apr 24, 2020",28.802,28802.000,8.773
Switzerland,CHE,"Apr 25, 2020",29.279,29279.000,8.862
Switzerland,CHE,"Apr 26, 2020",29.558,29558.000,8.879
Switzerland,CHE,"Apr 27, 2020",29.981,29981.000,8.954
Switzerland,CHE,"Apr 28, 2020",30.618,30618.000,9.112
Switzerland,CHE,"Apr 29, 2020",31.293,31293.000,9.281
Switzerland,CHE,"Apr 30, 2020",31.852,31852.000,9.401
Switzerland,CHE,"May 1, 2020",32.368,32368.000,9.495
Switzerland,CHE,"May 2, 2020",32.735,32735.000,9.564
Switzerland,CHE,"May 3, 2020",33.033,33033.000,9.615
Switzerland,CHE,"May 4, 2020",33.469,33469.000,9.713
Switzerland,CHE,"May 5, 2020",34.149,34149.000,9.885
Switzerland,CHE,"May 6, 2020",34.763,34763.000,10.053
Switzerland,CHE,"May 7, 2020",35.304,35304.000,10.193
Switzerland,CHE,"May 8, 2020",35.796,35796.000,10.312
Switzerland,CHE,"May 9, 2020",36.158,36158.000,10.388
Switzerland,CHE,"May 10, 2020",36.322,36322.000,10.42
Switzerland,CHE,"May 11, 2020",36.611,36611.000,10.484
Taiwan,TWN,"Mar 6, 2020",0.569,569.000,308.068
Taiwan,TWN,"Mar 7, 2020",0.582,582.000,307.889
Taiwan,TWN,"Mar 8, 2020",0.594,594.000,314.533
Taiwan,TWN,"Mar 9, 2020",0.614,614.000,325.222
Taiwan,TWN,"Mar 11, 2020",0.647,647.000,321.104
Taiwan,TWN,"Mar 12, 2020",0.676,676.000,335.188
Taiwan,TWN,"Mar 13, 2020",0.694,694.000,337.347
Taiwan,TWN,"Mar 14, 2020",0.71,710.00,319.075
Taiwan,TWN,"Mar 15, 2020",0.723,723.000,291.847
Taiwan,TWN,"Mar 16, 2020",0.753,753.000,303.983
Taiwan,TWN,"Mar 17, 2020",0.79,790.00,280.776
Taiwan,TWN,"Mar 18, 2020",0.84,840.00,259.922
Taiwan,TWN,"Mar 19, 2020",0.898,898.000,197.926
Taiwan,TWN,"Mar 20, 2020",0.955,955.000,210.583
Taiwan,TWN,"Mar 21, 2020",1,1000,176.333
Taiwan,TWN,"Mar 22, 2020",1.033,1033.000,160.843
Taiwan,TWN,"Mar 23, 2020",1.081,1081.000,156.036
Taiwan,TWN,"Mar 24, 2020",1.119,1119.000,136.718
Taiwan,TWN,"Mar 25, 2020",1.156,1156.000,127.463
Taiwan,TWN,"Mar 26, 2020",1.197,1197.000,121.306
Taiwan,TWN,"Mar 27, 2020",1.234,1234.000,116.623
Taiwan,TWN,"Mar 28, 2020",1.256,1256.000,112.041
Taiwan,TWN,"Mar 29, 2020",1.292,1292.000,108.753
Taiwan,TWN,"Mar 30, 2020",1.335,1335.000,103.922
Taiwan,TWN,"Mar 31, 2020",1.374,1374.000,106.948
Taiwan,TWN,"Apr 1, 2020",1.416,1416.000,104.761
Taiwan,TWN,"Apr 2, 2020",1.451,1451.000,101.938
Taiwan,TWN,"Apr 3, 2020",1.488,1488.000,104.549
Taiwan,TWN,"Apr 4, 2020",1.524,1524.000,102.265
Taiwan,TWN,"Apr 5, 2020",1.563,1563.000,102.532
Taiwan,TWN,"Apr 6, 2020",1.638,1638.000,107.468
Taiwan,TWN,"Apr 7, 2020",1.709,1709.000,109.121
Taiwan,TWN,"Apr 8, 2020",1.777,1777.000,112.54
Taiwan,TWN,"Apr 9, 2020",1.843,1843.000,115.794
Taiwan,TWN,"Apr 10, 2020",1.908,1908.000,119.595
Taiwan,TWN,"Apr 11, 2020",1.954,1954.000,122.492
Taiwan,TWN,"Apr 12, 2020",1.982,1982.000,122.636
Taiwan,TWN,"Apr 13, 2020",2.038,2038.000,125.126
Taiwan,TWN,"Apr 14, 2020",2.089,2089.000,126.585
Taiwan,TWN,"Apr 15, 2020",2.129,2129.000,128.362
Taiwan,TWN,"Apr 16, 2020",2.167,2167.000,130.641
Taiwan,TWN,"Apr 17, 2020",2.202,2202.000,132.772
Taiwan,TWN,"Apr 18, 2020",2.226,2226.000,134.19
Taiwan,TWN,"Apr 19, 2020",2.252,2252.000,134.754
Taiwan,TWN,"Apr 20, 2020",2.329,2329.000,132.086
Taiwan,TWN,"Apr 21, 2020",2.387,2387.000,134.723
Taiwan,TWN,"Apr 22, 2020",2.435,2435.000,136.478
Taiwan,TWN,"Apr 23, 2020",2.478,2478.000,138.559
Taiwan,TWN,"Apr 24, 2020",2.513,2513.000,140.141
Taiwan,TWN,"Apr 25, 2020",2.539,2539.000,141.259
Taiwan,TWN,"Apr 26, 2020",2.559,2559.000,142.089
Taiwan,TWN,"Apr 27, 2020",2.59,2590.00,143.786
Taiwan,TWN,"Apr 28, 2020",2.619,2619.000,145.38
Taiwan,TWN,"Apr 29, 2020",2.639,2639.000,146.49
Taiwan,TWN,"Apr 30, 2020",2.659,2659.000,147.646
Taiwan,TWN,"May 1, 2020",2.675,2675.000,148.515
Taiwan,TWN,"May 2, 2020",2.691,2691.000,149.403
Taiwan,TWN,"May 3, 2020",2.705,2705.000,149.157
Taiwan,TWN,"May 4, 2020",2.727,2727.000,148.986
Taiwan,TWN,"May 5, 2020",2.754,2754.000,149.747
Taiwan,TWN,"May 6, 2020",2.773,2773.000,150.79
Taiwan,TWN,"May 7, 2020",2.79,2790.00,151.39
Taiwan,TWN,"May 8, 2020",2.807,2807.000,151.957
